scene_id,sequence,corruption_probability,scene_seed,observed_cells,changed_cells,changed_fraction
00000_001507,00000,0.1,4641565411599939688,2503,250,0.0998801438274071
00000_001507,00000,0.2,4641565411599939688,2503,501,0.20015980823012386
00000_001507,00000,0.3,4641565411599939688,2503,751,0.300039952057531
00000_001611,00000,0.0,8682815358255824862,3220,0,0.0
00000_001611,00000,0.1,8682815358255824862,3220,322,0.1
00000_001611,00000,0.2,8682815358255824862,3220,644,0.2
00000_001611,00000,0.3,8682815358255824862,3220,966,0.3
00000_001622,00000,0.0,8940620736176589707,3155,0,0.0
00000_001622,00000,0.1,8940620736176589707,3155,316,0.10015847860538828
00000_001622,00000,0.2,8940620736176589707,3155,631,0.2
00000_001622,00000,0.3,8940620736176589707,3155,946,0.29984152139461173
00000_001629,00000,0.0,13222011213546761578,3129,0,0.0
00000_001629,00000,0.1,13222011213546761578,3129,313,0.10003195909236177
00000_001629,00000,0.2,13222011213546761578,3129,626,0.20006391818472355
00000_001629,00000,0.3,13222011213546761578,3129,939,0.3000958772770853
00000_001633,00000,0.0,10736549538362771158,3146,0,0.0
00000_001633,00000,0.1,10736549538362771158,3146,315,0.10012714558169103
00000_001633,00000,0.2,10736549538362771158,3146,629,0.19993642720915447
00000_001633,00000,0.3,10736549538362771158,3146,944,0.3000635727908455
00000_001672,00000,0.0,9540792566228954044,3008,0,0.0
00000_001672,00000,0.1,9540792566228954044,3008,301,0.10006648936170212
00000_001672,00000,0.2,9540792566228954044,3008,602,0.20013297872340424
00000_001672,00000,0.3,9540792566228954044,3008,902,0.29986702127659576
00000_001735,00000,0.0,5106816026285692923,3177,0,0.0
00000_001735,00000,0.1,5106816026285692923,3177,318,0.10009442870632672
00000_001735,00000,0.2,5106816026285692923,3177,635,0.19987409505823103
00000_001735,00000,0.3,5106816026285692923,3177,953,0.29996852376455774
00000_001862,00000,0.0,4447526347846211983,3209,0,0.0
00000_001862,00000,0.1,4447526347846211983,3209,321,0.1000311623558741
00000_001862,00000,0.2,4447526347846211983,3209,642,0.2000623247117482
00000_001862,00000,0.3,4447526347846211983,3209,963,0.3000934870676223
00000_001926,00000,0.0,6868904821252423393,3431,0,0.0
00000_001926,00000,0.1,6868904821252423393,3431,343,0.09997085397843194
00000_001926,00000,0.2,6868904821252423393,3431,686,0.1999417079568639
00000_001926,00000,0.3,6868904821252423393,3431,1029,0.2999125619352958
00000_001931,00000,0.0,8356405768584425170,3438,0,0.0
00000_001931,00000,0.1,8356405768584425170,3438,344,0.10005817335660268
00000_001931,00000,0.2,8356405768584425170,3438,688,0.20011634671320536
00000_001931,00000,0.3,8356405768584425170,3438,1031,0.29988365328679467
00000_001939,00000,0.0,4452003383214784555,3533,0,0.0
00000_001939,00000,0.1,4452003383214784555,3533,353,0.09991508632889895
00000_001939,00000,0.2,4452003383214784555,3533,707,0.20011321822813474
00000_001939,00000,0.3,4452003383214784555,3533,1060,0.30002830455703366
00000_001942,00000,0.0,6334855950293948783,3508,0,0.0
00000_001942,00000,0.1,6334855950293948783,3508,351,0.10005701254275941
00000_001942,00000,0.2,6334855950293948783,3508,702,0.20011402508551882
00000_001942,00000,0.3,6334855950293948783,3508,1052,0.2998859749144812
00000_002048,00000,0.0,14831310760384178911,3599,0,0.0
00000_002048,00000,0.1,14831310760384178911,3599,360,0.1000277854959711
00000_002048,00000,0.2,14831310760384178911,3599,720,0.2000555709919422
00000_002048,00000,0.3,14831310760384178911,3599,1080,0.3000833564879133
00000_002118,00000,0.0,18156535480371346451,3095,0,0.0
00000_002118,00000,0.1,18156535480371346451,3095,310,0.10016155088852989
00000_002118,00000,0.2,18156535480371346451,3095,619,0.2
00000_002118,00000,0.3,18156535480371346451,3095,928,0.2998384491114701
00000_002145,00000,0.0,14028953420443894689,2806,0,0.0
00000_002145,00000,0.1,14028953420443894689,2806,281,0.10014255167498218
00000_002145,00000,0.2,14028953420443894689,2806,561,0.1999287241625089
00000_002145,00000,0.3,14028953420443894689,2806,842,0.3000712758374911
00000_002166,00000,0.0,9372931407963591110,2888,0,0.0
00000_002166,00000,0.1,9372931407963591110,2888,289,0.10006925207756233
00000_002166,00000,0.2,9372931407963591110,2888,578,0.20013850415512466
00000_002166,00000,0.3,9372931407963591110,2888,866,0.29986149584487537
00000_002215,00000,0.0,6157472054152195983,2890,0,0.0
00000_002215,00000,0.1,6157472054152195983,2890,289,0.1
00000_002215,00000,0.2,6157472054152195983,2890,578,0.2
00000_002215,00000,0.3,6157472054152195983,2890,867,0.3
00000_002519,00000,0.0,17513627513973883464,2168,0,0.0
00000_002519,00000,0.1,17513627513973883464,2168,217,0.10009225092250923
00000_002519,00000,0.2,17513627513973883464,2168,434,0.20018450184501846
00000_002519,00000,0.3,17513627513973883464,2168,650,0.29981549815498154
00000_002563,00000,0.0,6084414559568646113,2872,0,0.0
00000_002563,00000,0.1,6084414559568646113,2872,287,0.09993036211699165
00000_002563,00000,0.2,6084414559568646113,2872,574,0.1998607242339833
00000_002563,00000,0.3,6084414559568646113,2872,862,0.30013927576601673
00000_002565,00000,0.0,5594617982443600936,2892,0,0.0
00000_002565,00000,0.1,5594617982443600936,2892,289,0.09993084370677732
00000_002565,00000,0.2,5594617982443600936,2892,578,0.19986168741355465
00000_002565,00000,0.3,5594617982443600936,2892,868,0.30013831258644535
00000_002680,00000,0.0,3770871827976959439,3100,0,0.0
00000_002680,00000,0.1,3770871827976959439,3100,310,0.1
00000_002680,00000,0.2,3770871827976959439,3100,620,0.2
00000_002680,00000,0.3,3770871827976959439,3100,930,0.3
00000_002723,00000,0.0,8534119968961326938,2970,0,0.0
00000_002723,00000,0.1,8534119968961326938,2970,297,0.1
00000_002723,00000,0.2,8534119968961326938,2970,594,0.2
00000_002723,00000,0.3,8534119968961326938,2970,891,0.3
00000_002749,00000,0.0,16431326169785415275,2983,0,0.0
00000_002749,00000,0.1,16431326169785415275,2983,298,0.09989943010392223
00000_002749,00000,0.2,16431326169785415275,2983,597,0.20013409319477035
00000_002749,00000,0.3,16431326169785415275,2983,895,0.3000335232986926
00000_002767,00000,0.0,3430036287819599251,2910,0,0.0
00000_002767,00000,0.1,3430036287819599251,2910,291,0.1
00000_002767,00000,0.2,3430036287819599251,2910,582,0.2
00000_002767,00000,0.3,3430036287819599251,2910,873,0.3
00000_002805,00000,0.0,5888215311850463505,3004,0,0.0
00000_002805,00000,0.1,5888215311850463505,3004,300,0.09986684420772303
00000_002805,00000,0.2,5888215311850463505,3004,601,0.2000665778961385
00000_002805,00000,0.3,5888215311850463505,3004,901,0.29993342210386154
00001_000010,00001,0.0,7496703030966198100,1859,0,0.0
00001_000010,00001,0.1,7496703030966198100,1859,186,0.10005379236148466
00001_000010,00001,0.2,7496703030966198100,1859,372,0.20010758472296933
00001_000010,00001,0.3,7496703030966198100,1859,558,0.300161377084454
00001_000012,00001,0.0,5819398165900518859,1870,0,0.0
00001_000012,00001,0.1,5819398165900518859,1870,187,0.1
00001_000012,00001,0.2,5819398165900518859,1870,374,0.2
00001_000012,00001,0.3,5819398165900518859,1870,561,0.3
00001_000014,00001,0.0,13419403934568835159,1862,0,0.0
00001_000014,00001,0.1,13419403934568835159,1862,186,0.09989258861439312
00001_000014,00001,0.2,13419403934568835159,1862,372,0.19978517722878625
00001_000014,00001,0.3,13419403934568835159,1862,559,0.30021482277121375
00001_000092,00001,0.0,4391299162596794588,2003,0,0.0
00001_000092,00001,0.1,4391299162596794588,2003,200,0.09985022466300549
00001_000092,00001,0.2,4391299162596794588,2003,401,0.200199700449326
00001_000092,00001,0.3,4391299162596794588,2003,601,0.30004992511233153
00001_000153,00001,0.0,7631056143218478678,1838,0,0.0
00001_000153,00001,0.1,7631056143218478678,1838,184,0.10010881392818281
00001_000153,00001,0.2,7631056143218478678,1838,368,0.20021762785636563
00001_000153,00001,0.3,7631056143218478678,1838,551,0.2997823721436344
00001_000154,00001,0.0,5706391574116666579,1895,0,0.0
00001_000154,00001,0.1,5706391574116666579,1895,190,0.10026385224274406
00001_000154,00001,0.2,5706391574116666579,1895,379,0.2
00001_000154,00001,0.3,5706391574116666579,1895,568,0.29973614775725593
00001_000218,00001,0.0,11325982822024403382,2486,0,0.0
00001_000218,00001,0.1,11325982822024403382,2486,249,0.1001609010458568
00001_000218,00001,0.2,11325982822024403382,2486,497,0.1999195494770716
00001_000218,00001,0.3,11325982822024403382,2486,746,0.3000804505229284
00001_000288,00001,0.0,15238922579138150262,3070,0,0.0
00001_000288,00001,0.1,15238922579138150262,3070,307,0.1
00001_000288,00001,0.2,15238922579138150262,3070,614,0.2
00001_000288,00001,0.3,15238922579138150262,3070,921,0.3
00001_000343,00001,0.0,15322466101306821907,3208,0,0.0
00001_000343,00001,0.1,15322466101306821907,3208,321,0.10006234413965087
00001_000343,00001,0.2,15322466101306821907,3208,642,0.20012468827930174
00001_000343,00001,0.3,15322466101306821907,3208,962,0.29987531172069826
00001_000380,00001,0.0,3666333876872429593,3092,0,0.0
00001_000380,00001,0.1,3666333876872429593,3092,309,0.0999353169469599
00001_000380,00001,0.2,3666333876872429593,3092,618,0.1998706338939198
00001_000380,00001,0.3,3666333876872429593,3092,928,0.3001293661060802
00001_000400,00001,0.0,15074992251475929244,3231,0,0.0
00001_000400,00001,0.1,15074992251475929244,3231,323,0.09996904982977406
00001_000400,00001,0.2,15074992251475929244,3231,646,0.19993809965954812
00001_000400,00001,0.3,15074992251475929244,3231,969,0.2999071494893222
00001_000486,00001,0.0,14148175690813735081,3134,0,0.0
00001_000486,00001,0.1,14148175690813735081,3134,313,0.09987236758136567
00001_000486,00001,0.2,14148175690813735081,3134,627,0.20006381620931718
00001_000486,00001,0.3,14148175690813735081,3134,940,0.2999361837906828
00001_000560,00001,0.0,9255521337964293899,2913,0,0.0
00001_000560,00001,0.1,9255521337964293899,2913,291,0.09989701338825953
00001_000560,00001,0.2,9255521337964293899,2913,583,0.20013731548232064
00001_000560,00001,0.3,9255521337964293899,2913,874,0.3000343288705802
00001_000722,00001,0.0,11625940306081300954,2344,0,0.0
00001_000722,00001,0.1,11625940306081300954,2344,234,0.09982935153583618
00001_000722,00001,0.2,11625940306081300954,2344,469,0.20008532423208192
00001_000722,00001,0.3,11625940306081300954,2344,703,0.2999146757679181
00001_000733,00001,0.0,2879746605908225438,2501,0,0.0
00001_000733,00001,0.1,2879746605908225438,2501,250,0.09996001599360256
00001_000733,00001,0.2,2879746605908225438,2501,500,0.19992003198720512
00001_000733,00001,0.3,2879746605908225438,2501,750,0.2998800479808077
00001_000763,00001,0.0,16583503598775368335,2732,0,0.0
00001_000763,00001,0.1,16583503598775368335,2732,273,0.09992679355783309
00001_000763,00001,0.2,16583503598775368335,2732,546,0.19985358711566617
00001_000763,00001,0.3,16583503598775368335,2732,820,0.3001464128843338
00001_000774,00001,0.0,14581920406999129613,2667,0,0.0
00001_000774,00001,0.1,14581920406999129613,2667,267,0.10011248593925759
00001_000774,00001,0.2,14581920406999129613,2667,533,0.19985001874765654
00001_000774,00001,0.3,14581920406999129613,2667,800,0.29996250468691416
00001_000788,00001,0.0,12124374098244159171,2530,0,0.0
00001_000788,00001,0.1,12124374098244159171,2530,253,0.1
00001_000788,00001,0.2,12124374098244159171,2530,506,0.2
00001_000788,00001,0.3,12124374098244159171,2530,759,0.3
00001_000913,00001,0.0,2941857523528451111,2542,0,0.0
00001_000913,00001,0.1,2941857523528451111,2542,254,0.0999213217938631
00001_000913,00001,0.2,2941857523528451111,2542,508,0.1998426435877262
00001_000913,00001,0.3,2941857523528451111,2542,763,0.3001573564122738
00001_000923,00001,0.0,7756213849349183970,2554,0,0.0
00001_000923,00001,0.1,7756213849349183970,2554,255,0.09984338292873923
00001_000923,00001,0.2,7756213849349183970,2554,511,0.20007830853563038
00001_000923,00001,0.3,7756213849349183970,2554,766,0.2999216914643696
00001_000994,00001,0.0,14583935557425503839,2193,0,0.0
00001_000994,00001,0.1,14583935557425503839,2193,219,0.09986320109439124
00001_000994,00001,0.2,14583935557425503839,2193,439,0.20018239854081168
00001_000994,00001,0.3,14583935557425503839,2193,658,0.30004559963520294
00001_000998,00001,0.0,14661235096275391826,2175,0,0.0
00001_000998,00001,0.1,14661235096275391826,2175,218,0.10022988505747127
00001_000998,00001,0.2,14661235096275391826,2175,435,0.2
00001_000998,00001,0.3,14661235096275391826,2175,652,0.29977011494252875
00001_001019,00001,0.0,13025659272402997343,2065,0,0.0
00001_001019,00001,0.1,13025659272402997343,2065,206,0.09975786924939467
00001_001019,00001,0.2,13025659272402997343,2065,413,0.2
00001_001019,00001,0.3,13025659272402997343,2065,620,0.30024213075060535
00001_001028,00001,0.0,8564213775096701689,2062,0,0.0
00001_001028,00001,0.1,8564213775096701689,2062,206,0.09990300678952474
00001_001028,00001,0.2,8564213775096701689,2062,412,0.19980601357904948
00001_001028,00001,0.3,8564213775096701689,2062,619,0.3001939864209505
00001_001064,00001,0.0,7067916623836386518,2300,0,0.0
00001_001064,00001,0.1,7067916623836386518,2300,230,0.1
00001_001064,00001,0.2,7067916623836386518,2300,460,0.2
00001_001064,00001,0.3,7067916623836386518,2300,690,0.3
00001_001117,00001,0.0,8661533849184915939,2761,0,0.0
00001_001117,00001,0.1,8661533849184915939,2761,276,0.09996378123868163
00001_001117,00001,0.2,8661533849184915939,2761,552,0.19992756247736326
00001_001117,00001,0.3,8661533849184915939,2761,828,0.2998913437160449
00001_001152,00001,0.0,16463405490344966651,2907,0,0.0
00001_001152,00001,0.1,16463405490344966651,2907,291,0.1001031991744066
00001_001152,00001,0.2,16463405490344966651,2907,581,0.1998624011007912
00001_001152,00001,0.3,16463405490344966651,2907,872,0.2999656002751978
00001_001156,00001,0.0,15158490113127646696,2956,0,0.0
00001_001156,00001,0.1,15158490113127646696,2956,296,0.10013531799729364
00001_001156,00001,0.2,15158490113127646696,2956,591,0.19993234100135318
00001_001156,00001,0.3,15158490113127646696,2956,887,0.30006765899864685
00001_001210,00001,0.0,9984971429964696750,2833,0,0.0
00001_001210,00001,0.1,9984971429964696750,2833,283,0.09989410518884574
00001_001210,00001,0.2,9984971429964696750,2833,567,0.200141193081539
00001_001210,00001,0.3,9984971429964696750,2833,850,0.3000352982703848
00001_001246,00001,0.0,4556134686852916420,2823,0,0.0
00001_001246,00001,0.1,4556134686852916420,2823,282,0.09989373007438895
00001_001246,00001,0.2,4556134686852916420,2823,565,0.20014169323414807
00001_001246,00001,0.3,4556134686852916420,2823,847,0.300035423308537
00001_001285,00001,0.0,14158926456887927236,2588,0,0.0
00001_001285,00001,0.1,14158926456887927236,2588,259,0.10007727975270479
00001_001285,00001,0.2,14158926456887927236,2588,518,0.20015455950540958
00001_001285,00001,0.3,14158926456887927236,2588,776,0.29984544049459044
00001_001439,00001,0.0,8719499931302662906,1943,0,0.0
00001_001439,00001,0.1,8719499931302662906,1943,194,0.09984559958826557
00001_001439,00001,0.2,8719499931302662906,1943,389,0.2002058672156459
00001_001439,00001,0.3,8719499931302662906,1943,583,0.3000514668039115
00001_001518,00001,0.0,1738977368226281988,2589,0,0.0
00001_001518,00001,0.1,1738977368226281988,2589,259,0.10003862495171881
00001_001518,00001,0.2,1738977368226281988,2589,518,0.20007724990343762
00001_001518,00001,0.3,1738977368226281988,2589,777,0.30011587485515645
00001_001588,00001,0.0,9681341849730490980,2248,0,0.0
00001_001588,00001,0.1,9681341849730490980,2248,225,0.10008896797153025
00001_001588,00001,0.2,9681341849730490980,2248,450,0.2001779359430605
00001_001588,00001,0.3,9681341849730490980,2248,674,0.2998220640569395
00001_001617,00001,0.0,12604300675543026489,2172,0,0.0
00001_001617,00001,0.1,12604300675543026489,2172,217,0.09990791896869244
00001_001617,00001,0.2,12604300675543026489,2172,434,0.1998158379373849
00001_001617,00001,0.3,12604300675543026489,2172,652,0.3001841620626151
00001_001648,00001,0.0,16365621374085950794,2175,0,0.0
00001_001648,00001,0.1,16365621374085950794,2175,218,0.10022988505747127
00001_001648,00001,0.2,16365621374085950794,2175,435,0.2
00001_001648,00001,0.3,16365621374085950794,2175,652,0.29977011494252875
00001_001685,00001,0.0,12812226609231625442,2305,0,0.0
00001_001685,00001,0.1,12812226609231625442,2305,230,0.09978308026030369
00001_001685,00001,0.2,12812226609231625442,2305,461,0.2
00001_001685,00001,0.3,12812226609231625442,2305,692,0.30021691973969633
00001_001694,00001,0.0,6958016569381472107,2377,0,0.0
00001_001694,00001,0.1,6958016569381472107,2377,238,0.10012620950778292
00001_001694,00001,0.2,6958016569381472107,2377,475,0.19983172065628943
00001_001694,00001,0.3,6958016569381472107,2377,713,0.29995793016407235
00001_001771,00001,0.0,8931701231576736447,2371,0,0.0
00001_001771,00001,0.1,8931701231576736447,2371,237,0.09995782370307887
00001_001771,00001,0.2,8931701231576736447,2371,474,0.19991564740615775
00001_001771,00001,0.3,8931701231576736447,2371,711,0.2998734711092366
00001_001789,00001,0.0,373529488765840498,2432,0,0.0
00001_001789,00001,0.1,373529488765840498,2432,243,0.09991776315789473
00001_001789,00001,0.2,373529488765840498,2432,486,0.19983552631578946
00001_001789,00001,0.3,373529488765840498,2432,730,0.3001644736842105
00001_001794,00001,0.0,5694872617800135750,2412,0,0.0
00001_001794,00001,0.1,5694872617800135750,2412,241,0.09991708126036485
00001_001794,00001,0.2,5694872617800135750,2412,482,0.1998341625207297
00001_001794,00001,0.3,5694872617800135750,2412,724,0.30016583747927034
00001_001806,00001,0.0,8340242276604254776,2356,0,0.0
00001_001806,00001,0.1,8340242276604254776,2356,236,0.100169779286927
00001_001806,00001,0.2,8340242276604254776,2356,471,0.1999151103565365
00001_001806,00001,0.3,8340242276604254776,2356,707,0.30008488964346347
00001_001879,00001,0.0,16550179825643451176,2450,0,0.0
00001_001879,00001,0.1,16550179825643451176,2450,245,0.1
00001_001879,00001,0.2,16550179825643451176,2450,490,0.2
00001_001879,00001,0.3,16550179825643451176,2450,735,0.3
00001_001910,00001,0.0,8748507741681890014,2470,0,0.0
00001_001910,00001,0.1,8748507741681890014,2470,247,0.1
00001_001910,00001,0.2,8748507741681890014,2470,494,0.2
00001_001910,00001,0.3,8748507741681890014,2470,741,0.3
00001_001919,00001,0.0,9994910557326674913,2418,0,0.0
00001_001919,00001,0.1,9994910557326674913,2418,242,0.1000827129859388
00001_001919,00001,0.2,9994910557326674913,2418,484,0.2001654259718776
00001_001919,00001,0.3,9994910557326674913,2418,725,0.2998345740281224
00001_001946,00001,0.0,15289189120736244353,2467,0,0.0
00001_001946,00001,0.1,15289189120736244353,2467,247,0.10012160518848805
00001_001946,00001,0.2,15289189120736244353,2467,493,0.19983785974868262
00001_001946,00001,0.3,15289189120736244353,2467,740,0.29995946493717063
